,timestamp,p_x,p_y,p_z
1,1403715278.812,0.8675390099201861,2.211632596651403,1.0045904274446242
2,1403715279.012,0.8985057498304988,2.22900150702051,1.0741952125407719
3,1403715279.112,0.9105523815029328,2.234699594393545,1.088783262312472
4,1403715279.962,0.9578108408476204,2.254278303234314,1.1109475415274943
5,1403715281.512,1.2116134969269927,2.380880656301247,1.3002863151823656
6,1403715282.062,1.3473083399626924,2.4179812861506855,1.275217098895352
7,1403715282.312,1.4187813728691925,2.4320854885626404,1.2477208387346614
8,1403715282.912,1.6368806588962368,2.4681830625243997,1.1699655682743129
9,1403715283.662,1.8812295805772807,2.512365019956175,1.0728541724848755
10,1403715284.212,2.0141421083635223,2.530251297553541,1.014075352558686
11,1403715284.662,2.0923075619055984,2.4923927740575684,0.9812058029748113
12,1403715285.012,2.1397536507725086,2.441057209236267,0.9671222521532646
13,1403715285.362,2.16716944829985,2.4148482758145593,0.9837572426977378
14,1403715285.662,2.1670545772198198,2.402403071684077,1.0885656736176454
15,1403715286.012,2.120950158124088,2.359048774626849,1.2120263064528243
16,1403715286.362,2.0675423180858656,2.285843222430288,1.3017603693594502
17,1403715286.712,2.022709893752166,2.180892893456713,1.368414101591128
18,1403715287.062,1.9935387650655925,2.068445292670584,1.413622202413383
19,1403715288.112,1.9555838900716263,1.7448390984110105,1.5761996048678517
20,1403715288.712,1.875592954755417,1.6674005339859144,1.5799376662413298
21,1403715289.262,1.779828788275756,1.6540268526130384,1.5259352084034474
22,1403715289.612,1.7339613804284448,1.631805537979669,1.40949275579602
23,1403715289.962,1.7050643802616219,1.5778707521452224,1.3035558216454957
24,1403715290.812,1.6543471811732742,1.2894532436191977,1.3702511599580267
25,1403715291.162,1.6232529830396318,1.1300035242493178,1.3833527091124087
26,1403715291.512,1.558426957621537,1.0060577657938747,1.3636915015141011
27,1403715291.912,1.4186209162259986,0.9179656397868581,1.3186798419517276
28,1403715292.262,1.2702859949986658,0.834133393578748,1.2693617165505773
29,1403715292.312,1.2499663013845654,0.8188448066538387,1.2633927227785415
30,1403715292.712,1.0973409147053446,0.6674740951495624,1.2243175739718608
31,1403715293.262,0.9908124531975299,0.45392939447629743,1.330075504956627
32,1403715294.812,0.7076964969157709,0.1753452847358945,1.4210817659803825
33,1403715295.312,0.6163731870895729,0.14795313250122355,1.3198050076765493
34,1403715295.862,0.5139225966248797,0.15957355370320903,1.2918908768487047
35,1403715299.062,0.4116857306686617,-0.5808101512916433,1.092671274118183
36,1403715299.662,0.4409447728673395,-0.4156863732523024,1.1474281933518953
37,1403715300.212,0.6071244895183873,-0.25894759936753386,1.1638875195083902
38,1403715301.462,0.8075775606467952,-0.26059355523720207,1.1727300423082856
39,1403715302.012,0.6611771099859112,-0.40925923818712207,1.1089525318891362
40,1403715303.762,0.07331158386882297,-0.403373049680535,1.0443010811774394
41,1403715304.162,-0.02448960171881298,-0.3276467485557606,1.034682217845735
42,1403715304.512,-0.07905071887761317,-0.3037489814737677,1.005480927351731
43,1403715305.012,-0.13062077398797955,-0.31153162494584086,0.914673017673102
44,1403715305.862,-0.22546371916046937,-0.3504603349257458,1.0920484557836838
45,1403715306.262,-0.23826415502289477,-0.355227900648305,1.2302068782085356
46,1403715307.062,-0.02224776719480359,-0.4860483434792928,1.4201002470695099
47,1403715307.762,-0.013967769901563676,-0.8052866693213478,1.2879152419185553
48,1403715308.262,-0.028788939079870124,-0.9273892068464815,1.1571883660585005
49,1403715308.862,0.010383105412140048,-0.9313170801183133,1.0877087325558774
50,1403715309.462,0.16690794369708295,-0.9283356486771459,1.1420579897421892
51,1403715310.112,0.3305410764970761,-1.0359329003762072,1.1813507216174117
52,1403715310.762,0.4216274678256639,-1.2927015884597317,1.2050220662229836
53,1403715311.362,0.4511349206712813,-1.497748415425507,1.2246775881991676
54,1403715311.912,0.592893370358064,-1.6954934321453647,1.24744967010419
55,1403715312.862,0.986564854953045,-1.9719622995834625,1.2639169502475371
56,1403715313.162,1.070511742697576,-2.026311248571468,1.2984617376330443
57,1403715313.612,1.092290782018974,-2.070008277419938,1.3847883283032822
58,1403715313.962,1.0788328789297799,-2.0778031018978123,1.4548842481283775
59,1403715314.262,1.0594149319608095,-2.071260123278063,1.4945238866604118
60,1403715315.112,1.0265970014703283,-1.89229722993099,1.5171418658866176
61,1403715316.162,0.9837687619854929,-1.6011630406736668,1.510441901008716
62,1403715316.612,0.9651910347308619,-1.5426362238825884,1.4480767075551344
63,1403715316.962,1.0300386492758664,-1.475574703478784,1.3778079648467947
64,1403715317.362,1.1257087516408708,-1.3876174015869562,1.2996080779139882
65,1403715317.912,1.2499034215098024,-1.2717825274302412,1.2247627099865304
66,1403715318.562,1.2498951070243352,-1.2115241261335563,1.1495211636230158
67,1403715319.262,1.1811187668487264,-1.3620531432829188,1.0657250798724682
68,1403715319.862,1.2452043097917178,-1.6569182701979313,1.0857929067388083
69,1403715320.362,1.387223220661597,-1.938589451624531,1.2256455233729342
70,1403715320.812,1.5453284487499879,-2.1345153200060816,1.3156727164953388
71,1403715321.462,1.6377004797685957,-2.1772234394476238,1.3898055802031233
72,1403715322.212,1.4321347348718225,-1.9229611484737932,1.457054538453781
73,1403715322.462,1.3163253987510428,-1.7749418119222922,1.4603680125876823
74,1403715323.062,0.9957565095937027,-1.5277360968918035,1.370011179497288
75,1403715323.562,0.6930898107692393,-1.5144895842824675,1.3612501953376719
76,1403715324.012,0.4579174384960568,-1.6315139548523558,1.437193105640015
77,1403715324.762,0.47664224836559843,-1.677946594863268,1.5396747723553021
78,1403715326.612,0.5143847950474347,-1.3137291116769414,1.5382281029249616
79,1403715327.512,0.5606212020411947,-0.9691005212169186,1.4579009302347994
80,1403715327.862,0.5054615993867151,-0.7889512416646727,1.4290742146328723
81,1403715328.562,0.3504279033060598,-0.4735113473181265,1.3883143318102922
82,1403715329.062,0.3761919410433779,-0.3162367734495142,1.3644002735481868
83,1403715329.962,0.4617121719722099,-0.19166015580164375,1.2603678809029395
84,1403715330.662,0.4798470188084988,-0.18075355045126296,1.1678691181716785
85,1403715331.862,0.31077919641355,-0.11208478223703366,1.4914051176030103
86,1403715332.712,0.0632691464589874,-0.1339560594147673,1.5539799539605936
87,1403715333.562,-0.34659940325027927,-0.24773223486857265,1.5719307442185002
88,1403715334.312,-0.6991861713414524,-0.17447747782560663,1.535952208322712
89,1403715335.112,-1.0917963638494288,-0.2501403613473574,1.5377368146040569
90,1403715335.862,-1.3712174017415368,-0.4095538794626643,1.5199317750722985
91,1403715336.712,-1.6294769025430564,-0.6373173879442251,1.4948512940776706
92,1403715337.462,-1.7755444051759548,-0.8397639786353639,1.5456120686201027
93,1403715338.312,-1.899960718675578,-1.1799898474117096,1.6018041355603208
94,1403715339.062,-2.0444860464758428,-1.4924546061261572,1.650892985089953
95,1403715339.862,-2.1731549898435585,-1.8554536455614947,1.6067573582553984
96,1403715340.962,-1.9413476439970292,-2.0429300152470047,1.6641099253386933
97,1403715341.562,-1.749433021369075,-2.2190663502272825,1.717845735405774
98,1403715342.512,-1.4808310910206444,-2.331781993708155,1.760719143619808
99,1403715343.212,-1.1776519668277454,-2.386156856060982,1.7567024268944809
100,1403715344.012,-0.7461933187770518,-2.42564547020035,1.7101250589017307
101,1403715345.712,0.0017080452052736783,-1.6283774875866794,1.604160056495826
102,1403715346.762,0.27441199382686987,-0.8719155182101028,1.5660613038477158
103,1403715347.762,0.46884779249567843,-0.37089834626448326,1.615447356261408
104,1403715348.762,0.5831987022473746,0.005646946328988989,1.5808867174841756
105,1403715350.362,0.7950749796293248,-0.39946984349930226,1.1933685230451108
106,1403715351.112,0.9354708205030221,-0.4328599870585279,1.0805467923913472
107,1403715351.862,1.089241969893351,-0.09992322228462092,1.0833755263568965
